Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Music,Thriller,Comedy,Crime,TV Movie,Drama,Family,Western,Adventure,War,Fantasy,Horror,Romance,Animation,Mystery,Documentary,Action,Science Fiction,History,Genre Sum
May the Devil Take You,2018,62.0,"Horror,Thriller",Indonesian,83600000.0,320393939.4,236793939.39999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Gigolo,2015,47.0,"Romance,Drama,Comedy",Cantonese,4325000.0,709136.0,-3615864.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Macross: Do You Remember Love?,2015,72.0,"Animation,Science Fiction,War,Action",Japanese,97000000.0,1112756596.4,1015756596.4000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
City Hunter,1993,65.0,"Action,Adventure,Comedy,Romance",Cantonese,78300000.0,552872808.2,474572808.20000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
The 33D Invader,2011,51.0,"Comedy,Science Fiction",Chinese,79850080.0,226796019.6,146945939.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Wolf Warrior,2015,62.0,"Action,War",Chinese,12000000.0,80000000.0,68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
"Crouching Tiger, Hidden Dragon",2001,74.0,"Adventure,Drama,Action,Romance",Chinese,15000000.0,213963830.0,198963830.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Garo: Divine Flame,2016,59.0,"Action,Animation",Japanese,101300000.0,819177204.2,717877204.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
New Initial D the Movie - Legend 3: Dream,2016,76.0,"Action,Animation,Drama",Japanese,128800000.0,487794129.8,358994129.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Detective Conan: Dimensional Sniper,2014,69.0,"Action,Animation,Drama,Mystery",Japanese,149800000.0,858082276.4,708282276.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0
Children Who Chase Lost Voices,2011,72.0,"Animation,Adventure,Drama,Fantasy,Romance",Japanese,164000000.0,436456074.6,272456074.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Sex: A Relationship and Not Marriage,2016,57.0,"Romance,Drama",Korean,114800000.0,384414469.8,269614469.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Raw,2017,71.0,"Drama,Horror",French,3500000.0,4100000.0,600000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Poveda,2016,70.0,"Drama,History","Spanish, Castilian",55200000.0,280089513.4,224889513.39999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Wasabi,2001,66.0,"Drama,Action,Comedy",French,15300000.0,7000000.0,-8300000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
League of Gods,2016,54.0,"Action,Fantasy",Chinese,38000000.0,43300000.0,5300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
The Knight of Shadows: Between Yin and Yang,2019,55.0,"Action,Fantasy",Chinese,123000000.0,748580504.0,625580504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
An Affair: Kind Daughters-in-law,2018,10.0,Romance,Korean,201940000.0,38157314.0,-163782686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sailor Moon R: The Movie,2000,80.0,"Animation,Romance,Action,Fantasy",Japanese,54601333.2,12307555.0,-42293778.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Taxi 2,2000,62.0,"Action,Comedy",French,10500000.0,64400000.0,53900000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Mojin: The Lost Legend,2015,62.0,"Action,Adventure,Fantasy",Chinese,37000000.0,278300000.0,241300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Adult Only Institute,2017,47.0,"Comedy,Drama,Romance",Korean,147200000.0,937727043.8,790527043.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Modest Heroes,2018,67.0,"Animation,Fantasy,Adventure,Drama",Japanese,95400000.0,743295228.4,647895228.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
The Battleship Island,2017,72.0,"Action,History,Drama",Korean,21000000.0,46183383.0,25183383.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
Innocent Voices,2005,81.0,"Drama,War","Spanish, Castilian",1564753.2,837000.0,-727753.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tae Guk Gi: The Brotherhood of War,2004,80.0,"Action,Adventure,Drama,History,War",Korean,1500000.0,56511542.0,55011542.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
Busty Girlfriend,2019,70.0,Romance,Korean,105740523.8,345465556.8,239725033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sekaiichi Hatsukoi Movie,2014,67.0,"Animation,Romance,Drama",Japanese,98400000.0,967011006.4,868611006.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Sadako vs. Kayako,2016,54.0,Horror,Japanese,3280017.8,9256114.0,5976096.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sweet Sex,2017,64.0,"Romance,Drama",Korean,102000000.0,254278668.2,152278668.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Climax,2018,71.0,"Horror,Music",French,2940457.0,1088907.0,-1851550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Noblesse: The Beginning of Destruction,2015,67.0,"Animation,Comedy,Drama,Fantasy,Mystery,Horror",Korean,116800000.0,443267737.2,326467737.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0
Detective Conan: The Time Bombed Skyscraper,1997,73.0,"Adventure,Mystery,Animation",Japanese,28420000.0,9107390.0,-19312610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
Nice Sister-In-Law 2019,2019,0.0,"Drama,Romance",Korean,185534545.8,178359863.0,-7174682.800000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Stolen Princess,2019,68.0,"Animation,Comedy,Adventure,Family",Ukrainian,61424639.8,6914017.0,-54510622.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
The Myth,2005,63.0,"Action,Adventure,Comedy,Drama,Fantasy",Chinese,15000000.0,230622652.4,215622652.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Terra Formars,2016,61.0,"Action,Horror,Science Fiction",Japanese,117000000.0,533308584.8,416308584.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Children of Heaven,1999,80.0,"Drama,Family",Persian,180000.0,925402.0,745402.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Psycho-Pass: The Movie,2016,71.0,"Animation,Science Fiction,Action",Japanese,160200000.0,382043039.8,221843039.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
Seaquake,2012,0.0,"Drama,Romance",Portuguese,185534545.8,178359863.0,-7174682.800000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Trinity Seven: Eternity Library & Alchemic Girl,2017,76.0,"Animation,Action,Comedy,Fantasy",Japanese,136000000.0,356069126.0,220069126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
Infernal Affairs,2003,78.0,"Drama,Action,Thriller,Crime,Mystery",Cantonese,125000.0,8708932.0,8583932.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
Kikujiro,1999,76.0,"Comedy,Drama,Family",Japanese,129335539.8,730150249.8,600814710.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
The Crimson Rivers,2000,69.0,"Crime,Mystery,Thriller",French,2365000.0,257720413.2,255355413.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Children of the Sea,2019,71.0,"Animation,Fantasy,Adventure,Mystery",Japanese,79171600.0,300062289.2,220890689.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007,73.0,"Family,Adventure,Animation",Japanese,65000000.0,504738420.0,439738420.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
General Cemetery,2013,66.0,Horror,"Spanish, Castilian",75100000.0,636679839.4,561579839.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Chaser,2008,78.0,"Crime,Thriller,Action",Korean,120456666.0,4028782.6,-116427883.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
The Wailing,2016,73.0,"Horror,Mystery",Korean,10951000.0,49851770.0,38900770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Zombie Fight Club,2014,47.0,"Action,Horror",Chinese,127200000.0,933790755.0,806590755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
The 12th Man,2017,73.0,"War,Drama",Norwegian,7806306.0,9567121.0,1760815.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Another Egg and Chicken Movie,2009,76.0,"Animation,Comedy,Adventure","Spanish, Castilian",1900000.0,8600000.0,6700000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Incendies,2011,81.0,"Drama,War,Mystery",French,6800000.0,16017448.0,9217448.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Lady Vengeance,2006,76.0,"Drama,Thriller",Korean,3675000.0,23803308.0,20128308.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The City of Lost Children,1995,73.0,"Fantasy,Science Fiction,Adventure",French,18000000.0,1738611.0,-16261389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Twin Dragons,1992,67.0,"Comedy,Action",Cantonese,10000000.0,8332431.0,-1667569.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Taxi 3,2003,57.0,"Action,Comedy",French,14500000.0,65497208.0,50997208.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,2013,81.0,"Action,Comedy,Science Fiction,Animation",Japanese,99060000.0,749472009.2,650412009.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
Welcome to the Sticks,2008,67.0,"Comedy,Drama,Romance",French,11000000.0,245144417.0,234144417.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
The Monkey King 3,2018,54.0,"Action,Adventure,Fantasy",Chinese,73000000.0,5470255.6,-67529744.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Crazy Safari,1991,47.0,"Action,Comedy",Cantonese,112200000.0,851011213.0,738811213.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Downfall,2005,78.0,"Drama,History,War",German,18339750.0,92180910.0,73841160.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Lupin the Third: The Castle of Cagliostro,1995,75.0,"Family,Animation,Adventure,Comedy,Crime",Japanese,7202188.0,8194857.0,992669.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
One Piece: Episode of Luffy - Hand Island Adventure,2012,68.0,"Action,Animation,Adventure,Comedy,Drama",Japanese,91380000.0,233325357.6,141945357.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
Cardcaptor Sakura: The Movie,1999,77.0,"Fantasy,Animation,Adventure,Action,Drama",Japanese,175400000.0,482909584.2,307509584.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
Blue Exorcist: The Movie,2012,73.0,"Animation,Fantasy,Mystery,Horror,Action",Japanese,128000000.0,462588501.0,334588501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0
Wither,2013,55.0,Horror,Swedish,49200000.0,427304425.6,378104425.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Once Upon a Time: The Super Heroes,2001,65.0,"Documentary,TV Movie",French,64000000.0,357013023.4,293013023.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Blood Money,2012,61.0,"Drama,Action,Thriller",Hindi,218000000.0,523582647.0,305582647.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Funny Games,1997,73.0,"Drama,Horror,Thriller",German,15000000.0,8200127.0,-6799873.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hal,2014,68.0,"Animation,Romance",Japanese,77300000.0,485195666.4,407895666.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Another Gantz,2011,71.0,"Action,Science Fiction,Mystery",Japanese,149000000.0,461645888.0,312645888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0
Nice Sister-In-Law 2,2017,53.0,Romance,Korean,121400000.0,492196010.4,370796010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tokyo Godfathers,2003,79.0,"Animation,Drama,Comedy",Japanese,63200000.0,385152856.6,321952856.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Beautiful Vampire,2018,71.0,"Romance,Fantasy,Drama,Family",Korean,165000000.0,871192792.8,706192792.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Death Note: The Last Name,2007,70.0,"Fantasy,Thriller,Mystery",Japanese,17000000.0,47919757.0,30919757.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Big Boobs Buster,1990,70.0,"Comedy,Action,Science Fiction",Japanese,142200000.0,265791981.0,123591981.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Mom's Friend 6,2019,30.0,Romance,Korean,15541000.0,38139010.0,22598010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vampire Hunter D,2004,66.0,"Animation,Fantasy,Horror",Japanese,97000000.0,604651607.0,507651607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
The Piano Teacher,2002,73.0,"Drama,Romance",French,3000000.0,9801375.0,6801375.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ayla: The Daughter of War,2018,81.0,"Drama,War,History",Turkish,4172781.0,60006602.2,55833821.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Boy Missing,2016,65.0,"Mystery,Thriller","Spanish, Castilian",99600000.0,413460560.8,313860560.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Monster Hunt 2,2018,68.0,"Adventure,Comedy,Fantasy",Chinese,17624096.6,361682618.0,344058521.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Police Story 4: First Strike,1997,65.0,"Action,Adventure,Comedy,Crime,Drama,Thriller",Cantonese,52610000.0,21890845.0,-30719155.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Detective Conan: The Phantom of Baker Street,2002,76.0,"Animation,Adventure,Mystery",Japanese,166000000.0,459843093.0,293843093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
Inhuman Kiss,2019,64.0,"Drama,Horror,Romance",Thai,1200000.0,192806554.6,191606554.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
The Monkey King 2,2016,58.0,"Action,Adventure,Fantasy",Chinese,68490000.0,193677158.0,125187158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Gintama,2017,69.0,"Action,Adventure,Comedy,Science Fiction",Japanese,121600000.0,367221429.0,245621429.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
Cold Eyes,2013,75.0,"Crime,Action,Thriller",Korean,15700948.0,37795598.0,22094650.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Ozzy,2016,60.0,"Animation,Family","Spanish, Castilian",10000000.0,124778311.2,114778311.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
The Little Witch,2018,69.0,"Family,Comedy,Drama",German,89800000.0,555154354.0,465354354.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Good Water Boarding House 2,2019,10.0,Romance,Korean,201940000.0,38157314.0,-163782686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nosferatu,2013,77.0,"Fantasy,Horror",German,46153454.6,19054.0,-46134400.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Summertime,2015,67.0,"Comedy,Drama,Romance",French,120580000.0,541292565.8,420712565.79999995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
My Friend's Sister 2,2018,10.0,Romance,Korean,201940000.0,38157314.0,-163782686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Roujin Z,1991,64.0,"Animation,Drama,Science Fiction",Japanese,51000000.0,683521420.2,632521420.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
Midori,1992,64.0,"Animation,Drama,Horror,Romance",Japanese,115200000.0,1056000135.4,940800135.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Nice Sister-In-Law 3,2018,63.0,Romance,Korean,90000000.0,556720975.0,466720975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Full Speed,2016,60.0,"Family,Comedy,Action",French,18462000.2,7268779.0,-11193221.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Erotic Ghost Story,1993,0.0,Drama,Cantonese,174600000.0,175269998.8,669998.8000000119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
New Initial D the Movie - Legend 1: Awakening,2014,82.0,"Animation,Action",Japanese,227600000.0,1101791047.6,874191047.5999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
A Werewolf Boy,2012,77.0,"Romance,Fantasy",Korean,112640000.0,719378536.0,606738536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Asterix & Obelix Take on Caesar,2006,60.0,"Family,Adventure,Comedy,Fantasy",French,1881932.4,1644060.0,-237872.3999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
